date,latitude,longitude,description,type
23 July 2024,33.3278,35.6128,"On 23 July 2024, Israeli warplanes carried out an airstrike targeting Wadi al Assafir in Khiyam town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced it had struck military infrastructure for Hezbollah in the town. There were no casualties.",2023_strike
23 July 2024,33.5599,35.3756,"On 23 July 2024, Israeli warplanes dropped thermal balloons over Sidon city (Sayda, South). There were no casualties.",2023_strike
23 July 2024,33.2092,35.515,"On 23 July 2024, Israeli warplanes carried out an airstrike in Houla town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
22 July 2024,33.1265,35.256,"On 22 July 2024, Israeli warplanes carried out an airstrike with two missiles targeting a house in Chihhine town (Tyr, South) amid ongoing hostilities with Hezbollah. 1 SSNP-L member was killed and two others were injured in the strike.",2023_strike
22 July 2024,33.2756,35.6228,"On 22 July 2024, an Israeli drone fired several missiles targeting Al Mayseyat area in Al Wazzani town (Hasbeiya, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
22 July 2024,33.0803,35.4225,"On 22 July 2024, Israeli warplanes carried out an airstrike in the vicinity of Yaroun town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
22 July 2024,33.1085,35.3796,"On 22 July 2024, Israeli warplanes carried out an airstrike in the vicinity of Hanine town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
21 July 2024,33.2092,35.515,"On 21 July 2024, an Israeli drone fired two missiles targeting a house in Houla town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military also fired artillery shells towards the town. 2 Hezbollah members were killed and several people were injured in the strike. The Israeli military announced it had struck military infrastructure for Hezbollah.",2023_strike
21 July 2024,33.1153,35.4714,"On 21 July 2024, an Israeli drone fired a missile targeting the Mahafer area in Aitaroun town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. A fire broke out due to the attack. There were no casualties.",2023_strike
21 July 2024,33.0971,35.3367,"On 21 July 2024, Israeli warplanes carried out an airstrike in Aita ech Chaab town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced it had struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
21 July 2024,33.0971,35.3367,"On 21 July 2024, Israeli warplanes carried out an airstrike in the vicinity of Aita ech Chaab town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
21 July 2024,33.0803,35.4225,"On 21 July 2024, an Israeli drone carried out a strike with several missiles targeting a house in Yaroun town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
21 July 2024,33.3278,35.6128,"On 21 July 2024, Israeli warplanes carried out two airstrikes and an Israeli drone fired several missiles targeting areas in Khiyam town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced it had struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
21 July 2024,33.1038,35.4444,"On 21 July 2024, Israeli warplanes carried out an airstrike in Maroun er Ras town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
21 July 2024,33.1064,35.2324,"On 21 July 2024, Israeli warplanes carried out an airstrike targeting a Hezbollah infrastructure in Yarine town (Tyr, South). There were no casualties.",2023_strike
20 July 2024,33.3215,35.5632,"On 20 July 2024, an Israeli drone fired several missiles targeting a car on the outskirts of Borj el Mlouk town (Al Nabatieh, Marjayoun) amid ongoing hostilities with Hezbollah. Several people, including refugees and children, of Syrian nationality were injured in the strikes.",2023_strike
20 July 2024,33.0977,35.1498,"On 20 July 2024, Israeli warplanes dropped flare bombs over Labbouneh town (Tyr, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
20 July 2024,33.2286,35.3589,"On 20 July 2024, Israeli warplanes carried out an airstrike in the vicinity of Mjadel town (Tyr, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
20 July 2024,33.2092,35.515,"On 20 July 2024, Israeli warplanes carried out an airstrike with two missiles targeting two apartments in Houla town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military also fired white phosphorus shells towards Wadi Dallafah. This led to the break out of a fire in the town. The Israeli military announced it had struck military infrastructure for Hezbollah. There were no casualties. International organizations have accused Israel of using white phosphorous bombs during the current war between Hezbollah and Israel.",2023_strike
20 July 2024,33.1153,35.4714,"On 20 July 2024, Israeli warplanes carried out an airstrike in Aitaroun town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced it had struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
20 July 2024,33.2431,35.3819,"On 20 July 2024, Israeli warplanes carried out an airstrike in the vicinity of Ech Chehabiye town (Tyr, South) amid ongoing hostilities with Hezbollah. A fire broke out in the area due to the airstrike. There were no casualties.",2023_strike
20 July 2024,33.4061,35.2741,"On 20 July 2024, Israeli warplanes carried out an airstrike targeting a Hezbollah weapons depot in Aadloun town (Sayda, South) amid ongoing hostilities with Hezbollah. Six individuals,, including health workers, were injured in the attack. 1 Hezbollah member was killed in the attack.",2023_strike
20 July 2024,33.1514,35.2261,"On 20 July 2024, Israeli warplanes carried out an airstrike in Majdel Zoun (Tyr, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
20 July 2024,33.1194,35.4333,"On 20 July 2024, Israeli warplanes carried out an airstrike in Bent Jbeil (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
20 July 2024,33.0971,35.3367,"On 20 July 2024, Israeli warplanes carried out an airstrike in Aita ech Chaab town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
20 July 2024,33.2772,35.5517,"On 20 July 2024, Israeli warplanes carried out an airstrike in the vicinity of Kfar Kila town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
20 July 2024,33.2755,35.5179,"On 20 July 2024, Israeli warplanes carried out an airstrike in the vicinity of Taybeh town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
19 July 2024,33.0971,35.3367,"On 19 July 2024, Israeli warplanes carried out an airstrike with two air-to-surface missiles in Aita ech Chaab town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
19 July 2024,33.1153,35.4714,"On 19 July 2024, Israeli warplanes carried out an airstrike and the Israeli military fired artillery shells towards Aitaroun town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. A fire broke out in the area due to the strike. There were no casualties. Hezbollah announced the death of one fighter (coded to Aitaroun). The circumstances of the fighter's death are unclear but likely due to shelling on south Lebanon amid ongoing clashes between Israel and Hezbollah.",2023_strike
19 July 2024,33.14,35.5147,"On 19 July 2024, Israeli warplanes carried out an airstrike with two air-to-surface missiles in Blida town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. An Israeli drone also fired several missiles towards the town. The Israeli military announced it had struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
19 July 2024,33.2092,35.515,"On 19 July 2024, Israeli warplanes carried out two airstrikes targeting two houses in Houla town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military also fired artillery shells near an ISF headquarters. Two members of the Islamic Health Society (affiliated with Hezbollah) were injured in the strikes.",2023_strike
19 July 2024,33.1691,35.5234,"On 19 July 2024, Israeli warplanes carried out an airstrike and the Israeli military fired artillery and white phosphorus shells targeting Al Dabbaka neighborhood in Mays el Jabal town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
19 July 2024,33.1285,35.2192,"On 19 July 2024, Israeli warplanes carried out an airstrike targeting a house in Tayr Harfa town (Tyr, South) amid ongoing hostilities with Hezbollah. A fire broke out in the area due to the strike. The Israeli military announced it had struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
18 July 2024,33.1153,35.4714,"On 18 July 2024, Israeli warplanes carried out an airstrike in Aitaroun town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. The missile did not explode. However, the strike led to the breakout of a fire in the area. There were no casualties.",2023_strike
18 July 2024,33.1922,35.3357,"On 18 July 2024, Israeli warplanes carried out an airstrike in the vicinity of Chaqra town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
18 July 2024,33.2079,35.4391,"On 18 July 2024, Israeli warplanes carried out an airstrike in the vicinity of Jmaijmeh town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. One Hezbollah commander and a civilian were killed and 18 others were injured in the strike.",2023_strike
18 July 2024,33.2772,35.5517,"On 18 July 2024, an Israeli drone dropped two grenades targeting Al Dohoor area in Kfar Kila town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military also fired artillery shells and used heavy machine gunfire targeting residential neighborhoods in the town. There were no casualties.",2023_strike
18 July 2024,33.2222,35.4647,"On 18 July 2024, Israeli warplanes carried out two airstrikes in the vicinity of Majdel Selm town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. At least 19 people were injured in the strikes.",2023_strike
18 July 2024,33.1691,35.5234,"On 18 July 2024, Israeli warplanes carried out an airstrike in Mays el Jabal town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
18 July 2024,33.1541,35.3302,"On 18 July 2024, an Israeli drone fired several missiles towards an area between Zebqine and Yater town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. A Hezbollah member was killed in the attack.",2023_strike
18 July 2024,33.5018,35.6423,"On 18 July 2024, Israeli warplanes carried out an airstrike targeting an area in Ain At Tina town (West Bekaa, Bekaa) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
18 July 2024,33.6683,35.8264,"On 18 July 2024, an Israeli drone struck a car with several missiles in Ghazze (West Bekaa, Bekaa). One commander from the Jamaa Islamiya was killed in the strike.",2023_strike
18 July 2024,33.1835,35.2342,"On 18 July 2024, Israeli warplanes carried out an airstrike targeting a house in the valley of Aaziyyeh town (Tyr, South) amid ongoing hostilities with Hezbollah. The airstrike targeted a building for the Green Without Borders organization. The organization is known for its affiliation with Hezbollah. It was sanctioned by the US Treasury in August 2023. There were no casualties.",2023_strike
18 July 2024,33.1265,35.256,"On 18 July 2024, Israeli warplanes carried out an airstrike and the Israeli military fired a guided missile towards Chihhine town (Tyr, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
18 July 2024,33.1739,35.2931,"On 18 July 2024, an Israeli drone struck a car with several missiles in Jbal el Botm (Tyr, South) amid ongoing hostilities with Hezbollah. A Hezbollah member was killed in the attack.",2023_strike
18 July 2024,33.1906,35.3106,"On 18 July 2024, Israeli warplanes carried out an airstrike in Saddiqine town (Tyr, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
18 July 2024,33.5169,35.5741,"On 18 July 2024, an Israeli drone fired several missiles targeting Taoumat Niha town (Jezzine, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
18 July 2024,33.1674,35.2586,"On 18 July 2024, an Israeli drone fired several missiles in the vicinity of Zebqine town (Tyr, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
17 July 2024,33.0971,35.3367,"On 17 July 2024, Israeli fighter jets carried out a raid targeting military infrastructure for Hezbollah in Aita ech Chaab town (Bint Jbeil, Al Nabatieh). There were no casualties.",2023_strike
17 July 2024,33.1153,35.4714,"On 17 July 2024, Israeli warplanes carried out two raids with three air-to-surface missiles in Aitaroun town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. One of the missiles did not explode. There were no casualties. The Israeli military announced it had struck military infrastructure for Hezbollah in the town.",2023_strike
17 July 2024,33.2482,35.5194,"On 17 July 2024, Israeli fighter jets carried out raids targeting military infrastructure for Hezbollah in Rab el Thalathine town (Marjayoun, Al Nabatieh). There were no casualties.",2023_strike
17 July 2024,33.2755,35.5179,"On 17 July 2024, Israeli warplanes carried out a raid in the vicinity of Taybeh town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
17 July 2024,33.1042,35.1819,"On 17 July 2024, Israeli fighter jets carried out a raid targeting military infrastructure for Hezbollah in Aalma Ech Chaab town (Tyr, South). There were no casualties.",2023_strike
17 July 2024,33.1064,35.2324,"On 17 July 2024, Israeli fighter jets carried out a raid targeting military infrastructure for Hezbollah in Yarine town (Tyr, South). There were no casualties.",2023_strike
16 July 2024,33.0971,35.3367,"On 16 July 2024, Israeli warplanes carried out an airstrike and the Israeli military used machine gunfire targeting the outskirts of Aita ech Chaab town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
16 July 2024,33.1153,35.4714,"On 16 July 2024, Israeli warplanes carried out an airstrike in Aitaroun town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
16 July 2024,33.2431,35.489,"On 16 July 2024, Israeli warplanes carried out an airstrike in Bani Haiyan town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
16 July 2024,33.4126,35.6244,"On 16 July 2024, Israeli warplanes carried out an airstrike targeting the valley of Berghoz town (Hasbeiya, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
16 July 2024,33.2092,35.515,"On 16 July 2024, Israeli warplanes carried out an airstrike with two missiles in Houla town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. An Israeli drone fired several missiles and the Israeli military fired artillery shells towards the town. There were no casualties.",2023_strike
16 July 2024,33.2772,35.5517,"On 16 July 2024, Israeli warplanes carried out an airstrike and the Israeli military fired white phosphorus shells towards Kfar Kila town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. International organizations have accused Israel of using white phosphorous bombs during the current war between Hezbollah and Israel. There were no casualties.",2023_strike
16 July 2024,33.3533,35.5128,"On 16 July 2024, an Israeli drone struck a motorcycle with two missiles along a road in the vicinity of Kfar Tebnit town (Al Nabatieh, Al Nabatieh) amid ongoing hostilities with Hezbollah. Two workers of Syrian nationality were killed in the airstrike. The Israeli military claimed the two Syrians are Hezbollah members.",2023_strike
16 July 2024,33.1108,35.3103,"On 16 July 2024, Israeli warplanes carried out an airstrike and the Israeli military used machine gunfire targeting the outskirts of Ramieh town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
16 July 2024,33.1786,35.2061,"On 16 July 2024, an Israeli drone struck a building in El Mansouri town (Tyr, South). The Israeli military claimed it had struck two Hezbollah operatives. Casualties unknown.",2023_strike
16 July 2024,33.1085,35.2553,"On 16 July 2024, Israeli warplanes carried out an airstrike targeting a house in Umm Touteh town (Tyr, South) amid ongoing hostilities with Hezbollah. Three Syrian Kurdish children were killed in the airstrike. Several Syrian workers were injured in the attack.",2023_strike
16 July 2024,33.1064,35.2324,"On 16 July 2024, an Israeli drone fired several missiles targeting an area between Ed Dhayra and Yarine town (Tyr, South) amid ongoing hostilities with Hezbollah. The Israeli military announced that it had struck a Hezbollah cell. Casualties Unknown.",2023_strike
15 July 2024,33.0971,35.3367,"On 15 July 2024, Israeli warplanes carried out an airstrike targeting the outskirts of Aita ech Chaab town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
15 July 2024,33.1194,35.4333,"On 15 July 2024, Israeli warplanes carried out an airstrike with two air-to-surface missiles targeting a house in Bent Jbeil town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. One Hezbollah member and his two sisters were killed in the airstrike.",2023_strike
15 July 2024,33.2772,35.5517,"On 15 July 2024, Israeli warplanes carried out an airstrike in Kfar Kila town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
15 July 2024,33.1691,35.5234,"On 15 July 2024, Israeli warplanes carried out an airstrike in Mays el Jabal town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced it had struck military infrastructure for Hezbollah. One individual (likely Hezbollah member) was wounded in the airstrike.",2023_strike
15 July 2024,33.3347,35.5709,"On 15 July 2024, the Israeli military warplanes dropped flare bombs in the vicinity of Qlayaa town (Marjayoun, Al Nabatieh).",2023_strike
15 July 2024,33.1086,35.2754,"On 15 July 2024, Israeli warplanes carried out two airstrikes in Marwahin town (Tyr, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
14 July 2024,33.0971,35.3367,"On 14 July 2024, Israeli warplanes carried out two airstrikes with three missiles in Aita ech Chaab town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced it had struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
14 July 2024,33.2431,35.489,"On 14 July 2024, Israeli warplanes carried out an airstrike in Bani Haiyan town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced it had struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
14 July 2024,33.2092,35.515,"On 14 July 2024, Israeli warplanes carried out an airstrike in Houla town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced it had struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
14 July 2024,33.1691,35.5234,"On 14 July 2024, Israeli warplanes carried out an airstrike in Mays el Jabal town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced it had struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
14 July 2024,33.2482,35.5194,"On 14 July 2024, Israeli warplanes carried out an airstrike targeting military infrastructure for Hezbollah in Rab el Thalathine town (Marjayoun, Al Nabatieh). There were no casualties.",2023_strike
13 July 2024,33.2544,35.5424,"On 13 July 2024, Israeli warplanes carried out an airstrike in the vicinity of Aadayseh Marjayoun town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
13 July 2024,33.0971,35.3367,"On 13 July 2024, an Israeli drone carried out a strike targeting Khallet Warde in the vicinity of Aita ech Chaab town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
13 July 2024,33.0971,35.3367,"On 13 July 2024, Israeli warplanes carried out an airstrike with two air-to-surface missiles and the Israeli military fired artillery shells towards Aita ech Chaab town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced it had struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
13 July 2024,33.3317,35.5264,"On 13 July 2024, an Israeli drone carried out a strike targeting a car along the Kfar Tebnit - Arnoun road (Al Nabatieh, Al Nabatieh) amid ongoing hostilities with Hezbollah. Two individuals affiliated with the Amal movement were killed in the strike.",2023_strike
13 July 2024,33.3025,35.5458,"On 13 July 2024, an Israeli drone struck a building in Deir Mimas (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military claimed that two Hezbollah members were targeted in the attack. There were no casualties.",2023_strike
13 July 2024,33.4298,35.6458,"On 13 July 2024, an Israeli drone fired several missiles and the Israeli military fired artillery shells targeting the valley of Dellafeh town (Hasbeiya, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
13 July 2024,33.2092,35.515,"On 13 July 2024, Israeli warplanes carried out an airstrike in Houla town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
13 July 2024,33.2772,35.5517,"On 13 July 2024, Israeli warplanes carried out an airstrike in Kfar Kila town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
13 July 2024,33.2333,35.513,"On 13 July 2024, Israeli warplanes carried out an airstrike in the vicinity of Markaba town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
13 July 2024,33.2482,35.5194,"On 13 July 2024, Israeli warplanes carried out an airstrike and the Israeli military fired artillery shells towards Rab el Thalathine town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
13 July 2024,33.2482,35.5194,"On 13 July 2024, Israeli warplanes carried out an airstrike in the vicinity of Rab el Thalathine town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
13 July 2024,33.2755,35.5179,"On 13 July 2024, Israeli warplanes carried out an airstrike in the vicinity of Taybeh town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
12 July 2024,33.1285,35.2192,"On 12 July 2024, Israeli warplanes carried out an airstrike with a guided missile in Tayr Harfa (Tyr, South) amid ongoing hostilities with Hezbollah. The Israeli military announced it had struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
12 July 2024,33.1235,35.2358,"On 12 July 2024, Israeli warplanes carried out an airstrike with a guided missile in the vicinity of Jebbayn (Tyr, South) amid ongoing hostilities with Hezbollah. The Israeli military announced it had struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
12 July 2024,33.2772,35.5517,"On 12 July 2024, Israeli warplanes carried out an airstrike in Kfar Kila town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military also fired white phosphorus shells targeting the outskirts of Kfar Kila town. The Israeli military announced it had struck military infrastructure for Hezbollah. There were no casualties. International organizations have accused Israel of using white phosphorous bombs during the current war between Hezbollah and Israel.",2023_strike
12 July 2024,33.3204,35.6423,"On 12 July 2024, an Israeli drone struck a motorcycle in the vicinity of El Meri town (Hasbeiya, Al Nabatieh) amid ongoing hostilities with Hezbollah. One Hezbollah member was killed in the attack.",2023_strike
12 July 2024,33.2755,35.5179,"On 12 July 2024, Israeli warplanes carried out two airstrikes targeting Baydar Al Faqaani neighborhood in Taybeh town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced it had struck military infrastructure for Hezbollah.",2023_strike
12 July 2024,33.3278,35.6128,"On 12 July 2024, Israeli warplanes carried out an airstrike in Khiyam town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced it had struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
12 July 2024,33.1285,35.2192,"On 12 July 2024, Israeli warplanes carried out an airstrike in the vicinity of Tayr Harfa town (Tyr, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
12 July 2024,33.292,35.5002,"On 12 July 2024, Israeli warplanes carried out an airstrike in the vicinity of Deir Siriane town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
